article_id,vertical,title,summary,url,source_name,source_type,published_date,time_window,classification_status,use_case_id,technology_id,classification_confidence,classification_evidence,ml_usefulness_probability,ml_keep_recommended,source_quality_prior,source_independence_group,source_role,date_quality_flag,signal_type,signal_confidence,orange_relevance,orange_relevance_confidence,orange_fit_basis,orange_relevance_rationale,event_key,event_key_method,enrichment_method,enrichment_status,review_status,auto_positive_groups,auto_negative_groups,auto_matched_terms,auto_signal_terms,signal_points,is_urgent_signal,scoring_exclusion_reason
4744,Media & Entertainment,"Netherlands – Repair and maintenance services of wheelchairs – Onderhoudscontract Stryker Power-PRO XT, Power-LOAD en Evac-Chairs",Buyer: ['Hecht'] | Country: NLD | Notice type: can-standard | Value: 225100.84,https://ted.europa.eu/bg/notice/-/detail/581009-2026,TED,ted,2026-08-21T00:00:00+00:00,,needs_review,predictive-maintenance,,0.3,"The article mentions 'Repair and maintenance services of wheelchairs', which relates to maintenance, but it is a procurement notice for a service contract rather than a case of anticipating failures from operational or sensor data.",0.45896169543266296,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,high,RELEVANT,high,inferred,"Strong Orange-addressable themes despite provisional taxonomy: data_ai, industrial_operations, business_trigger; buying_signal signal detected.",https://ted.europa.eu/bg/notice/-/detail/581009-2026,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai; industrial_operations; business_trigger,,data_ai:predictive; industrial_operations:maintenance; business_trigger:procurement; business_trigger:contract,procurement,4,True,incomplete_taxonomy;taxonomy_not_classified
4826,Media & Entertainment,"Finland – Architectural, construction, engineering and inspection services – Tietomallikoordinointi, rakennusten inventointimittaus sekä -mallinnus ja visualisointipalvelut",Buyer: ['Vaasan Talotoimi -liikelaitos'] | Country: FIN | Notice type: can-standard | Value: 600000,https://ted.europa.eu/bg/notice/-/detail/579978-2026,TED,ted,2026-08-21T00:00:00+00:00,,needs_review,automated-inspection-defect-detection,digital-twin,0.4,"The article mentions 'inspection services' (inspektointipalvelut) and 'inventory measurement, modeling, and visualization services' for buildings, which loosely aligns with automated inspection and digital twin concepts, but the context is a procurement notice rather than a technology use case.",0.45576220750808716,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,medium,RELEVANT,medium,inferred,"Strong Orange-addressable themes despite provisional taxonomy: data_ai, business_trigger; buying_signal signal detected.",https://ted.europa.eu/bg/notice/-/detail/579978-2026,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai; business_trigger,,data_ai:digital twin; business_trigger:procurement,procurement,4,True,taxonomy_not_classified
4827,Media & Entertainment,Bulgaria – Repair and maintenance services of medical and precision equipment – АБОНАМЕНТНО И СЕРВИЗНО ОБСЛУЖВАНЕ НА ХЕМОДИАЛИЗНА АПАРАТУРА /ВКЛЮЧИТЕЛНО ДОСТАВКА НА РЕЗЕРВНИ ЧАСТИ/ НА МБАЛ”Д-Р ТОТА ВЕНКОВА”АД,"Buyer: ['МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ ""Д-Р ТОТА ВЕНКОВА"" АД'] | Country: BGR | Notice type: can-standard | Value: 8418.48",https://ted.europa.eu/bg/notice/-/detail/579967-2026,TED,ted,2026-08-21T00:00:00+00:00,,needs_review,predictive-maintenance,,0.4,"The article mentions 'Repair and maintenance services of medical and precision equipment', which broadly relates to maintenance, but it is a procurement notice rather than a description of a predictive or data-driven use case.",0.7993486523628235,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,high,RELEVANT,high,inferred,"Strong Orange-addressable themes despite provisional taxonomy: data_ai, industrial_operations, business_trigger; buying_signal signal detected.",https://ted.europa.eu/bg/notice/-/detail/579967-2026,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai; industrial_operations; business_trigger,,data_ai:predictive; industrial_operations:maintenance; business_trigger:procurement,procurement,4,True,incomplete_taxonomy;taxonomy_not_classified
4887,Media & Entertainment,Germany – Engineering services – Planungs- und Ingenieurleistungen zur Errichtung eines Glasfasernetzes - ZVBVRV Cluster 1,Buyer: ['Zweckverband Breitbandversorgung im Landkreis Ravensburg'] | Country: DEU | Notice type: can-standard,https://ted.europa.eu/bg/notice/-/detail/579747-2026,TED,ted,2026-08-21T00:00:00+00:00,,needs_review,network-optimization,connectivity-5g,0.4,"The article mentions the engineering services for the construction of a fiber optic network (Glasfasernetz), which relates to telecom/network infrastructure. However, it is a procurement notice rather than a description of an AI or data-driven use case, making the fit partial.",0.23756396770477295,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,high,RELEVANT,high,inferred,"Strong Orange-addressable themes despite provisional taxonomy: connectivity, data_ai, business_trigger; buying_signal signal detected.",https://ted.europa.eu/bg/notice/-/detail/579747-2026,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,connectivity; data_ai; business_trigger,,connectivity:5g; connectivity:connectivity; connectivity:network; data_ai:ai; business_trigger:procurement,procurement,4,True,taxonomy_not_classified
12221,Media & Entertainment,"Greece – Information technology services – Προκήρυξη (περίληψη διακήρυξης) του διεθνούς, ηλεκτρονικού, ανοικτού διαγωνισμού για την σύμβαση παροχής υπηρεσίας με τίτλο «ΑΝΑΠΤΥΞΗ ΠΛΑΙΣΙΟΥ ΑΣΦΑΛΕΙΑΣ ΠΛΗΡΟΦΟΡΙΩΝ»",Buyer: ['ΑΝΕΞΑΡΤΗΤΗ ΑΡΧΗ ΔΗΜΟΣΙΩΝ ΕΣΟΔΩΝ'] | Country: GRC | Notice type: can-standard | Value: 1037000,https://ted.europa.eu/bg/notice/-/detail/581416-2025,TED,ted,2025-09-05T00:00:00+00:00,,needs_review,compliance-monitoring,cybersecurity-platform,0.4,"The article title translates to an international tender for the 'Development of an Information Security Framework', which broadly aligns with compliance monitoring and cybersecurity platforms, though the brief summary lacks specific details on the exact use case or technology implementation.",0.6655028462409973,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,medium,RELEVANT,medium,inferred,"Strong Orange-addressable themes despite provisional taxonomy: cybersecurity, business_trigger; buying_signal signal detected.",https://ted.europa.eu/bg/notice/-/detail/581416-2025,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,cybersecurity; business_trigger,,cybersecurity:cyber; cybersecurity:security; business_trigger:tender; business_trigger:compliance,tender,4,True,taxonomy_not_classified
12239,Media & Entertainment,"Finland – Architectural, construction, engineering and inspection services – Rakennusten Lämpökuvauksen puitejärjestely sopimuskaudelle 2025 - 2027 (2027-2029)","Buyer: ['Helsingin kaupunki, kaupunkiympäristön toimiala'] | Country: FIN | Notice type: can-standard | Value: 600000",https://ted.europa.eu/bg/notice/-/detail/581134-2025,TED,ted,2025-09-05T00:00:00+00:00,,needs_review,environmental-emissions-monitoring,iot-platforms,0.3,"The title mentions 'Rakennusten Lämpökuvauksen' (thermal imaging/thermography of buildings) and inspection services, which loosely relates to monitoring environmental emissions/energy loss, but the article is primarily a procurement notice lacking technical detail.",0.413118451833725,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,medium,RELEVANT,medium,inferred,"Strong Orange-addressable themes despite provisional taxonomy: connectivity, business_trigger; buying_signal signal detected.",https://ted.europa.eu/bg/notice/-/detail/581134-2025,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,connectivity; business_trigger,,connectivity:iot; business_trigger:procurement,procurement,4,True,taxonomy_not_classified
12253,Media & Entertainment,"Germany – Geology, oceanography and hydrology services – TS - Erstellung eines hydrologischen Modells im Einzugsgebiet von Inde und Vicht im Rahmen des Pilotprojektes LaHaMo-Rur",Buyer: ['Wasserverband Eifel-Rur - Zentrale Vergabestelle -'] | Country: DEU | Notice type: cn-standard,https://ted.europa.eu/bg/notice/-/detail/580582-2025,TED,ted,2025-09-05T00:00:00+00:00,,needs_review,,digital-twin,0.4,"The article mentions the creation of a hydrological model ('Erstellung eines hydrologischen Modells') for a catchment area, which conceptually aligns with a digital twin of a physical environment, but the brief procurement notice lacks technical detail to confirm the specific technology.",0.604063868522644,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,medium,RELEVANT,medium,inferred,"Strong Orange-addressable themes despite provisional taxonomy: data_ai, business_trigger; buying_signal signal detected.",https://ted.europa.eu/bg/notice/-/detail/580582-2025,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai; business_trigger,,data_ai:digital twin; business_trigger:procurement; business_trigger:pilot,procurement,4,True,incomplete_taxonomy;taxonomy_not_classified
47125,Media & Entertainment,France – Network equipment – MISE EN OEUVRE D'UNE ARCHITECTURE SDWAN,Buyer: ['SDIS 973'] | Country: FRA | Notice type: can-standard | Value: 400000,https://ted.europa.eu/bg/notice/-/detail/550402-2025,TED,ted,2025-08-22T00:00:00+00:00,,needs_review,network-optimization,cloud-data-platform,0.4,"The article mentions 'Network equipment' and 'SDWAN ARCHITECTURE', which relates to network optimization and cloud-based data/network platforms, but the text is a brief procurement notice lacking specific details on the application or technology depth.",0.5374187231063843,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,high,RELEVANT,high,inferred,"Strong Orange-addressable themes despite provisional taxonomy: connectivity, cloud_edge, business_trigger; buying_signal signal detected.",https://ted.europa.eu/bg/notice/-/detail/550402-2025,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,connectivity; cloud_edge; business_trigger,,connectivity:network; cloud_edge:cloud; business_trigger:procurement,procurement,4,True,taxonomy_not_classified
19025,Media & Entertainment,Czechia – Services incidental to agricultural production – Uzavření rámcové dohody - výroba jelení a srnčí siláže,Buyer: ['Správa Krkonošského národního parku'] | Country: CZE | Notice type: can-standard | Value: 1442750,https://ted.europa.eu/bg/notice/-/detail/547517-2025,TED,ted,2025-08-21T00:00:00+00:00,,needs_review,precision-agriculture,,0.2,"The article mentions 'Services incidental to agricultural production' and 'výroba jelení a srnčí siláže' (production of deer and roe deer silage), which loosely relates to agricultural production, but it is primarily a public procurement notice lacking specific technological details.",0.3888939917087555,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,medium,RELEVANT,medium,inferred,"Strong Orange-addressable themes despite provisional taxonomy: industrial_operations, business_trigger; buying_signal signal detected.",https://ted.europa.eu/bg/notice/-/detail/547517-2025,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,industrial_operations; business_trigger,,industrial_operations:production; business_trigger:procurement,procurement,4,True,incomplete_taxonomy;taxonomy_not_classified
12295,Media & Entertainment,Italy-Ispra: Sentinel2 Global Mosaic within the Global Land Component of the Copernicus Land Service,"Buyer: ['European Commission, Joint Research Centre (JRC), JRC.D - Sustainable Resources (Ispra), JRC.D.6 - Knowledge for Sustainable Development and Food Security'] | Country: ITA | Notice type: cn-standard | Value: 9500000",https://ted.europa.eu/bg/notice/-/detail/448186-2021,TED,ted,2021-09-06T00:00:00+00:00,,needs_review,environmental-emissions-monitoring,cloud-data-platform,0.4,"The article mentions the Copernicus Land Service and a Global Mosaic, which relates to environmental monitoring, but the notice is primarily a procurement contract for data services rather than a specific applied use case or technology implementation.",0.8323033452033997,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,high,RELEVANT,high,inferred,"Strong Orange-addressable themes despite provisional taxonomy: cloud_edge, cybersecurity, business_trigger; buying_signal signal detected.",https://ted.europa.eu/bg/notice/-/detail/448186-2021,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,cloud_edge; cybersecurity; business_trigger,,cloud_edge:cloud; cloud_edge:edge; cybersecurity:security; business_trigger:procurement; business_trigger:contract,procurement,4,True,taxonomy_not_classified
12302,Media & Entertainment,Germany-Cologne: Repair and maintenance services for non-electrical machinery,"Buyer: ['Stadtentwässerungsbetriebe Köln, AöR, (StEB Köln)'] | Country: DEU | Notice type: cn-standard",https://ted.europa.eu/bg/notice/-/detail/449358-2021,TED,ted,2021-09-06T00:00:00+00:00,,needs_review,predictive-maintenance,,0.4,"The article title mentions 'Repair and maintenance services for non-electrical machinery', which relates to the maintenance domain, but it is a procurement notice rather than a description of a predictive technology implementation.",0.7947584390640259,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,high,RELEVANT,high,inferred,"Strong Orange-addressable themes despite provisional taxonomy: data_ai, industrial_operations, business_trigger; buying_signal signal detected.",https://ted.europa.eu/bg/notice/-/detail/449358-2021,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai; industrial_operations; business_trigger,,data_ai:predictive; industrial_operations:maintenance; business_trigger:procurement,procurement,4,True,incomplete_taxonomy;taxonomy_not_classified
47145,Media & Entertainment,Sweden-Linköping: Data storage services,Buyer: ['AB Stångåstaden'] | Country: SWE | Notice type: can-standard | Value: 800000,https://ted.europa.eu/bg/notice/-/detail/429284-2021,TED,ted,2021-08-24T00:00:00+00:00,,needs_review,,cloud-data-platform,0.3,"The article mentions 'Data storage services', which loosely aligns with cloud data platforms, but the notice is a brief procurement record lacking technical detail to confidently assign a specific taxonomy item.",0.9049062728881836,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,medium,RELEVANT,medium,inferred,"Strong Orange-addressable themes despite provisional taxonomy: cloud_edge, business_trigger; buying_signal signal detected.",https://ted.europa.eu/bg/notice/-/detail/429284-2021,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,cloud_edge; business_trigger,,cloud_edge:cloud; cloud_edge:data platform; business_trigger:procurement,procurement,4,True,incomplete_taxonomy;taxonomy_not_classified
47172,Media & Entertainment,Romania-București: Repair and maintenance services of locomotive wheelsets,"Buyer: ['SNTFC ""CFR CALATORI"" S.A.'] | Country: ROU | Notice type: cn-standard | Value: 14742000",https://ted.europa.eu/bg/notice/-/detail/429851-2021,TED,ted,2021-08-24T00:00:00+00:00,,needs_review,predictive-maintenance,,0.4,"The article mentions 'Repair and maintenance services of locomotive wheelsets', which relates to maintenance of physical assets, but it is a procurement notice for services rather than a description of predictive technology or operational data use.",0.7659268975257874,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,high,RELEVANT,high,inferred,"Strong Orange-addressable themes despite provisional taxonomy: data_ai, industrial_operations, business_trigger; buying_signal signal detected.",https://ted.europa.eu/bg/notice/-/detail/429851-2021,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai; industrial_operations; business_trigger,,data_ai:predictive; industrial_operations:maintenance; business_trigger:procurement,procurement,4,True,incomplete_taxonomy;taxonomy_not_classified
47200,Media & Entertainment,Lithuania-Panevėžys: Repair and maintenance services of trucks,Buyer: ['UAB Panevėžio regiono atliekų tvarkymo centras'] | Country: LTU | Notice type: cn-standard,https://ted.europa.eu/bg/notice/-/detail/429007-2021,TED,ted,2021-08-24T00:00:00+00:00,,needs_review,predictive-maintenance,,0.3,"The article mentions 'Repair and maintenance services of trucks', which loosely relates to the maintenance domain, but it is a procurement notice rather than a description of a predictive maintenance technology solution.",0.7756056785583496,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,high,RELEVANT,high,inferred,"Strong Orange-addressable themes despite provisional taxonomy: data_ai, industrial_operations, business_trigger; buying_signal signal detected.",https://ted.europa.eu/bg/notice/-/detail/429007-2021,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai; industrial_operations; business_trigger,,data_ai:predictive; industrial_operations:maintenance; business_trigger:procurement,procurement,4,True,incomplete_taxonomy;taxonomy_not_classified
19062,Media & Entertainment,Spain-Guadalajara: Repair and maintenance services of building installations,Buyer: ['TGSS-Dirección provincial de Guadalajara'] | Country: ESP | Notice type: cn-standard | Value: 210042.67,https://ted.europa.eu/bg/notice/-/detail/424006-2021,TED,ted,2021-08-20T00:00:00+00:00,,needs_review,predictive-maintenance,,0.3,"The article title mentions 'Repair and maintenance services of building installations', which loosely relates to maintenance, but it is a procurement notice rather than a description of anticipating failures from data.",0.8041955232620239,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,high,RELEVANT,high,inferred,"Strong Orange-addressable themes despite provisional taxonomy: data_ai, industrial_operations, business_trigger; buying_signal signal detected.",https://ted.europa.eu/bg/notice/-/detail/424006-2021,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai; industrial_operations; business_trigger,,data_ai:predictive; industrial_operations:maintenance; business_trigger:procurement,procurement,4,True,incomplete_taxonomy;taxonomy_not_classified
5185,Natural Resources,"Poland – Motor vehicles for the transport of 10 or more persons – Dostawa fabrycznie nowych samojezdnych maszyn górniczych (SMG) przeznaczonych do transportu ludzi w wyrobiskach podziemnych kopalni węgla kamiennego, w warunkach zagrożenia metanowego i pyłowego (Etap 1 zamówienia) oraz obsługę serwisową (Etap 2 zamówienia), zgodnie z postanowieniami SWZ",Buyer: ['Lubelski Węgiel Bogdanka S.A. w Bogdance'] | Country: POL | Notice type: cn-standard,https://ted.europa.eu/bg/notice/-/detail/574670-2026,TED,ted,2026-08-19T00:00:00+00:00,,needs_review,asset-tracking,industrial-robotics,0.3,"The article mentions the delivery of self-propelled mining machines (maszyn górniczych samojezdnych) for underground coal mines and their service maintenance. While this involves physical industrial equipment, it is a procurement notice rather than a description of an active use case or technology implementation fitting the taxonomy's digital/analytical focus.",0.8682026863098145,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,medium,RELEVANT,medium,inferred,"Strong Orange-addressable themes despite provisional taxonomy: industrial_operations, business_trigger; buying_signal signal detected.",https://ted.europa.eu/bg/notice/-/detail/574670-2026,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,industrial_operations; business_trigger,,industrial_operations:industrial; industrial_operations:maintenance; business_trigger:procurement,procurement,4,True,taxonomy_not_classified
5198,Natural Resources,"Poland – Machinery for mining, quarrying, construction equipment – Dzierżawa trzech kombajnów chodnikowych wraz z zabezpieczeniem serwisowej obsługi gwarancyjnej w całym okresie dzierżawy dla Polskiej Grupy Górniczej S.A. Oddział KWK ROW Ruch Chwałowice",Buyer: ['Polska Grupa Górnicza S.A.'] | Country: POL | Notice type: cn-standard,https://ted.europa.eu/bg/notice/-/detail/573673-2026,TED,ted,2026-08-19T00:00:00+00:00,,needs_review,,industrial-robotics,0.3,"The article mentions 'kombajnów chodnikowych' (roadheading/mining combines), which are heavy industrial machinery used in mining operations. However, the article is a procurement/lease notice rather than describing a specific use case or technology implementation.",0.5556381940841675,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,medium,RELEVANT,medium,inferred,"Strong Orange-addressable themes despite provisional taxonomy: industrial_operations, business_trigger; buying_signal signal detected.",https://ted.europa.eu/bg/notice/-/detail/573673-2026,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,industrial_operations; business_trigger,,industrial_operations:industrial; business_trigger:procurement,procurement,4,True,incomplete_taxonomy;taxonomy_not_classified
5255,Natural Resources,"Poland – Parts of machinery for mining, quarrying and construction – Dostawa fabrycznie nowych części zamiennych, podzespołów i materiałów eksploatacyjnych do spągoładowarek typu EL 160 pracujących w podziemnych zakładach górniczych wydobywających węgiel kamienny w pomieszczeniach zagrożonych wybuchem metanu i pyłu węglowego z podziałem na dwa zadania",Buyer: ['Lubelski Węgiel Bogdanka S.A. w Bogdance'] | Country: POL | Notice type: cn-standard,https://ted.europa.eu/bg/notice/-/detail/563999-2026,TED,ted,2026-08-14T00:00:00+00:00,,needs_review,predictive-maintenance,,0.3,"The article mentions supplying new spare parts and consumables for EL 160 loaders in underground coal mining, which relates to maintaining machinery, but it is a procurement notice rather than explicitly describing predictive maintenance or a specific technology.",0.5470706224441528,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,high,RELEVANT,high,inferred,"Strong Orange-addressable themes despite provisional taxonomy: data_ai, industrial_operations, business_trigger; buying_signal signal detected.",https://ted.europa.eu/bg/notice/-/detail/563999-2026,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai; industrial_operations; business_trigger,,data_ai:predictive; industrial_operations:maintenance; business_trigger:procurement,procurement,4,True,incomplete_taxonomy;taxonomy_not_classified
5279,Natural Resources,Poland – Repair and maintenance services – „Usługi w zakresie świadczenia napraw i obsługi serwisowej niegwarancyjnej kombajnu chodnikowego produkcji SANDVIK POLSKA Sp. z o.o. dla Południowego Koncernu Węglowego SA – ZG Janina”.,Buyer: ['POŁUDNIOWY KONCERN WĘGLOWY S.A.'] | Country: POL | Notice type: can-standard | Value: 4796212.62,https://ted.europa.eu/bg/notice/-/detail/558782-2026,TED,ted,2026-08-12T00:00:00+00:00,,needs_review,predictive-maintenance,,0.4,"The article title explicitly mentions 'Repair and maintenance services' for mining machinery (SANDVIK), which broadly aligns with the maintenance use case, though it is a procurement notice for services rather than a description of predictive technology implementation.",0.883656919002533,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,high,RELEVANT,high,inferred,"Strong Orange-addressable themes despite provisional taxonomy: data_ai, industrial_operations, business_trigger; buying_signal signal detected.",https://ted.europa.eu/bg/notice/-/detail/558782-2026,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai; industrial_operations; business_trigger,,data_ai:predictive; industrial_operations:maintenance; business_trigger:procurement,procurement,4,True,incomplete_taxonomy;taxonomy_not_classified
5294,Natural Resources,Austria – Cadastral surveying services – Rahmenvertrag über die Erbringung von Werkleistungen für Wegerechte,Buyer: ['OMV Austria Exploration & Production GmbH'] | Country: AUT | Notice type: can-standard | Value: 950000,https://ted.europa.eu/bg/notice/-/detail/560072-2026,TED,ted,2026-08-12T00:00:00+00:00,,needs_review,asset-tracking,rfid-asset-tagging,0.2,"The article mentions 'Cadastral surveying services' and 'Wegerechte' (right of way), which relates to mapping and tracking land assets, but the brief procurement notice lacks specific details on the technology or use case applied.",0.6933324933052063,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,medium,RELEVANT,medium,inferred,"Strong Orange-addressable themes despite provisional taxonomy: industrial_operations, business_trigger; buying_signal signal detected.",https://ted.europa.eu/bg/notice/-/detail/560072-2026,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,industrial_operations; business_trigger,,industrial_operations:production; business_trigger:procurement,procurement,4,True,taxonomy_not_classified
5319,Natural Resources,"Poland – Coal or rock-cutting machinery – Najem dla JSW S.A. KWK ""Knurów-Szczygłowice"" siedmiu kombajnów chodnikowych o możliwości wykonania wyrobiska w skałach o minimalnej wytrzymałości na ściskanie Rc 90MPa","Buyer: ['Jastrzębska Spółka Węglowa S.A. z siedzibą w Jastrzębiu Zdroju, Zakład Wsparcia Produkcji'] | Country: POL | Notice type: can-standard | Value: 88147500",https://ted.europa.eu/bg/notice/-/detail/555200-2026,TED,ted,2026-08-11T00:00:00+00:00,,needs_review,,industrial-robotics,0.4,"The article is a procurement notice for coal/rock-cutting machinery (kombajnów chodnikowych - roadheaders/shearers) for a mining company, which falls under physical industrial machinery/robotics, but lacks context of an innovative technology application.",0.4922648072242737,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,medium,RELEVANT,medium,inferred,"Strong Orange-addressable themes despite provisional taxonomy: industrial_operations, business_trigger; buying_signal signal detected.",https://ted.europa.eu/bg/notice/-/detail/555200-2026,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,industrial_operations; business_trigger,,industrial_operations:industrial; business_trigger:procurement,procurement,4,True,incomplete_taxonomy;taxonomy_not_classified
5337,Natural Resources,Norway – Repair and maintenance services of building installations – Framework agreement for the purchase of services within glass and glass work (hereafter called glass services).,Buyer: ['Bærum kommune'] | Country: NOR | Notice type: can-standard | Value: 15000000,https://ted.europa.eu/bg/notice/-/detail/547282-2026,TED,ted,2026-08-07T00:00:00+00:00,,needs_review,predictive-maintenance,,0.3,"The article mentions 'Repair and maintenance services of building installations', which loosely relates to maintenance, but it is a procurement notice for services rather than a data-driven predictive maintenance solution.",0.8330421447753906,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,high,RELEVANT,high,inferred,"Strong Orange-addressable themes despite provisional taxonomy: data_ai, industrial_operations, business_trigger; buying_signal signal detected.",https://ted.europa.eu/bg/notice/-/detail/547282-2026,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai; industrial_operations; business_trigger,,data_ai:predictive; industrial_operations:maintenance; business_trigger:procurement,procurement,4,True,incomplete_taxonomy;taxonomy_not_classified
5339,Natural Resources,"Poland – Repair and maintenance services of electrical machinery, apparatus and associated equipment – Obsługa odstaw głównych w JSW S.A. KWK „Knurów–Szczygłowice”","Buyer: ['Jastrzębska Spółka Węglowa S.A. z siedzibą w Jastrzębiu Zdroju, Zakład Wsparcia Produkcji'] | Country: POL | Notice type: cn-standard",https://ted.europa.eu/bg/notice/-/detail/548116-2026,TED,ted,2026-08-07T00:00:00+00:00,,needs_review,predictive-maintenance,,0.4,"The article mentions 'Repair and maintenance services of electrical machinery' for a mining company, which broadly aligns with the maintenance use case, though it is a procurement notice rather than a description of a predictive system.",0.9108041524887085,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,high,RELEVANT,high,inferred,"Strong Orange-addressable themes despite provisional taxonomy: data_ai, industrial_operations, business_trigger; buying_signal signal detected.",https://ted.europa.eu/bg/notice/-/detail/548116-2026,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai; industrial_operations; business_trigger,,data_ai:predictive; industrial_operations:maintenance; business_trigger:procurement,procurement,4,True,incomplete_taxonomy;taxonomy_not_classified
5347,Natural Resources,"Poland – Machinery for mining, quarrying, construction equipment – Dzierżawa kombajnu chodnikowego o mocy organu urabiającego 130 kW wraz z zabezpieczeniem serwisowej obsługi gwarancyjnej w całym okresie dzierżawy dla Polskiej Grupy Górniczej S.A. Oddział KWK Sośnica",Buyer: ['Polska Grupa Górnicza S.A.'] | Country: POL | Notice type: cn-standard,https://ted.europa.eu/bg/notice/-/detail/550215-2026,TED,ted,2026-08-07T00:00:00+00:00,,needs_review,predictive-maintenance,industrial-robotics,0.4,"The article mentions a mining machine (kombajn chodnikowy) with service/maintenance guarantee, suggesting predictive-maintenance, and the machinery itself aligns with industrial-robotics, though the notice is primarily a procurement lease rather than a tech implementation case.",0.5898547768592834,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,high,RELEVANT,high,inferred,"Strong Orange-addressable themes despite provisional taxonomy: data_ai, industrial_operations, business_trigger; buying_signal signal detected.",https://ted.europa.eu/bg/notice/-/detail/550215-2026,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai; industrial_operations; business_trigger,,data_ai:predictive; industrial_operations:industrial; industrial_operations:maintenance; business_trigger:procurement,procurement,4,True,taxonomy_not_classified
5385,Natural Resources,Poland – Mining equipment – Dzierżawa kombajnu ścianowego wraz z serwisowym zabezpieczeniem gwarancyjnym w całym okresie dzierżawy dla Polskiej Grupy Górniczej S.A. Oddział KWK Mysłowice-Wesoła,Buyer: ['Polska Grupa Górnicza S.A.'] | Country: POL | Notice type: cn-standard,https://ted.europa.eu/bg/notice/-/detail/540701-2026,TED,ted,2026-08-05T00:00:00+00:00,,needs_review,predictive-maintenance,industrial-robotics,0.3,"The article mentions mining equipment (shearer loader) with guaranteed service maintenance, which loosely aligns with predictive maintenance and industrial robotics, but the text is primarily a procurement notice lacking specific technical details on AI or IoT use.",0.4307085871696472,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,high,RELEVANT,high,inferred,"Strong Orange-addressable themes despite provisional taxonomy: connectivity, data_ai, industrial_operations, business_trigger; buying_signal signal detected.",https://ted.europa.eu/bg/notice/-/detail/540701-2026,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,connectivity; data_ai; industrial_operations; business_trigger,,connectivity:iot; data_ai:ai; data_ai:predictive; industrial_operations:industrial; industrial_operations:maintenance; business_trigger:procurement,procurement,4,True,taxonomy_not_classified
